Date,Open
2025-12-26,216.729996
2025-12-29,235.210007
2025-12-30,217.490005
2025-12-31,216.800003
2026-01-01,216.500000
2026-01-02,220.330002
2026-01-05,222.899994
2026-01-06,228.160004
2026-01-07,237.600006
2026-01-08,232.699997
2026-01-09,224.199997
2026-01-12,238.149994
2026-01-13,246.600006
2026-01-14,258.500000
2026-01-15,262.809998
2026-01-16,262.809998
2026-01-19,274.299988
2026-01-20,288.149994
2026-01-21,300.000000
2026-01-22,299.600006
2026-01-23,295.649994
2026-01-27,310.399994
2026-01-28,320.799988
2026-01-29,351.200012
2026-01-30,329.000000
2026-02-02,252.490005
2026-02-03,224.699997
2026-02-04,258.000000
2026-02-05,234.899994
2026-02-06,219.000000
2026-02-09,241.100006
2026-02-10,241.899994
2026-02-11,244.100006
2026-02-12,247.089996
2026-02-13,228.149994
2026-02-16,223.250000
2026-02-17,224.800003
2026-02-18,220.889999
2026-02-19,230.100006
2026-02-20,231.899994
2026-02-23,258.000000
2026-02-24,252.479996
2026-02-25,250.220001
2026-02-26,252.300003
2026-02-27,251.110001
2026-03-02,265.149994
2026-03-04,251.050003
2026-03-05,254.800003
2026-03-06,248.110001
2026-03-09,244.979996
2026-03-10,255.220001
2026-03-11,256.350006
2026-03-12,249.500000
2026-03-13,248.899994
2026-03-16,237.770004
2026-03-17,240.289993
2026-03-18,235.300003
2026-03-19,230.899994
2026-03-20,223.889999
2026-03-23,211.779999
2026-03-24,199.000000
2026-03-25,220.000000
2026-03-27,214.000000
2026-03-30,212.500000
2026-04-01,222.110001
2026-04-02,218.899994
2026-04-06,216.110001
2026-04-07,219.149994
2026-04-08,230.000000
2026-04-09,224.369995
2026-04-10,228.100006
2026-04-13,225.100006
2026-04-15,237.990005
2026-04-16,238.899994
2026-04-17,236.210007
2026-04-20,238.649994
2026-04-21,237.479996
2026-04-22,235.800003
2026-04-23,232.470001
2026-04-24,229.440002
2026-04-27,232.630005
2026-04-28,228.820007
2026-04-29,225.250000
2026-04-30,224.169998
2026-05-01,227.500000
2026-05-04,233.020004
2026-05-05,227.350006
2026-05-06,232.199997
2026-05-07,236.500000
2026-05-08,240.029999
2026-05-11,241.020004
2026-05-12,257.809998
2026-05-13,262.100006
2026-05-14,269.420013
2026-05-15,262.600006
2026-05-18,249.000000
2026-05-19,255.600006
2026-05-20,249.470001
2026-05-21,253.270004
2026-05-22,253.119995
2026-05-25,256.579987
2026-05-26,254.800003
2026-05-27,253.990005
2026-05-28,249.869995
2026-05-29,250.550003
2026-06-01,246.649994
2026-06-02,251.990005
2026-06-03,249.199997
2026-06-04,246.259995
2026-06-05,246.000000
2026-06-08,229.050003
2026-06-09,228.000000
2026-06-10,228.000000
2026-06-11,220.979996
2026-06-12,228.119995
2026-06-15,236.080002
2026-06-16,243.500000
2026-06-17,235.869995
2026-06-18,233.440002
2026-06-19,219.440002
2026-06-22,223.000000
2026-06-23,219.740005
2026-06-24,213.399994
2026-06-25,204.300003
2026-06-26,206.570007
2026-06-29,208.899994
2026-06-30,208.020004
2026-07-01,212.500000
2026-07-02,212.899994
2026-07-03,220.649994
2026-07-06,221.330002
2026-07-07,218.699997
2026-07-08,214.979996
2026-07-09,209.479996
2026-07-10,212.949997
2026-07-13,205.080002
2026-07-14,205.839996
2026-07-15,209.710007
2026-07-16,207.130005
2026-07-17,205.350006
2026-07-20,206.679993
2026-07-21,209.490005
2026-07-22,214.350006
2026-07-23,214.600006
2026-07-24,206.529999
2026-07-27,212.509995
2026-07-28,208.369995
2026-07-29,206.199997
2026-07-30,206.199997
2026-07-31,207.199997
2026-08-03,206.550003
2026-08-04,206.550003
2026-08-05,210.130005
2026-08-06,213.529999
2026-08-07,215.009995
2026-08-10,220.669998
2026-08-11,224.399994
2026-08-12,222.830002
2026-08-13,223.940002
2026-08-14,219.229996
2026-08-17,223.509995
2026-08-18,221.559998
2026-08-19,217.779999
2026-08-20,225.130005
2026-08-21,229.649994
2026-08-24,232.550003
2026-08-25,228.630005
2026-08-26,232.389999
2026-08-27,228.899994
2026-08-28,226.279999
2026-09-01,222.369995
