Date,Close
2023-01-31,66.980003
2023-02-01,68.709999
2023-02-02,70.599998
2023-02-03,68.879997
2023-02-06,66.919998
2023-02-07,66.809998
2023-02-08,66.839996
2023-02-09,66.739998
2023-02-10,66.040001
2023-02-13,65.620003
2023-02-14,65.559998
2023-02-15,64.800003
2023-02-16,64.980003
2023-02-17,64.110001
2023-02-20,65.330002
2023-02-21,65.120003
2023-02-22,65.220001
2023-02-23,64.529999
2023-02-24,63.900002
2023-02-27,62.910000
2023-02-28,62.480000
2023-03-01,63.759998
2023-03-02,63.209999
2023-03-03,63.540001
2023-03-06,63.720001
2023-03-08,61.299999
2023-03-09,60.939999
2023-03-10,61.259998
2023-03-13,63.099998
2023-03-14,64.910004
2023-03-15,65.400002
2023-03-16,66.239998
2023-03-17,65.889999
2023-03-20,67.589996
2023-03-21,67.360001
2023-03-22,67.430000
2023-03-23,68.260002
2023-03-24,68.980003
2023-03-27,68.419998
2023-03-28,68.309998
2023-03-29,69.199997
2023-03-31,70.669998
2023-04-03,70.389999
2023-04-05,72.949997
2023-04-06,73.220001
2023-04-10,73.239998
2023-04-11,73.570000
2023-04-12,73.849998
2023-04-13,74.860001
2023-04-17,74.620003
2023-04-18,73.680000
2023-04-19,73.000000
2023-04-20,74.570000
2023-04-21,73.940002
2023-04-24,73.669998
2023-04-25,73.730003
2023-04-26,73.510002
2023-04-27,73.449997
2023-04-28,73.080002
2023-05-02,72.989998
2023-05-03,74.410004
2023-05-04,75.150002
2023-05-05,75.930000
2023-05-08,75.250000
2023-05-09,75.230003
2023-05-10,75.419998
2023-05-11,73.889999
2023-05-12,71.089996
2023-05-15,71.830002
2023-05-16,71.250000
2023-05-17,70.949997
2023-05-18,70.669998
2023-05-19,71.209999
2023-05-22,71.680000
2023-05-23,69.919998
2023-05-24,70.419998
2023-05-25,69.720001
2023-05-26,69.750000
2023-05-29,70.199997
2023-05-30,69.959999
2023-05-31,70.180000
2023-06-01,70.300003
2023-06-02,71.480003
2023-06-05,70.629997
2023-06-06,70.730003
2023-06-07,70.709999
2023-06-08,71.059998
2023-06-09,72.660004
2023-06-12,72.349998
2023-06-13,72.269997
2023-06-14,71.480003
2023-06-15,70.120003
2023-06-16,71.489998
2023-06-19,71.739998
2023-06-20,71.449997
2023-06-21,69.360001
2023-06-22,68.089996
2023-06-23,67.410004
2023-06-26,68.480003
2023-06-27,68.800003
2023-06-28,68.379997
2023-06-30,67.570000
2023-07-03,68.500000
2023-07-04,69.019997
2023-07-05,68.919998
2023-07-06,69.739998
2023-07-07,68.940002
2023-07-10,69.650002
2023-07-11,70.000000
2023-07-12,69.889999
2023-07-13,72.150002
2023-07-14,73.610001
2023-07-17,73.809998
2023-07-18,74.050003
2023-07-19,74.419998
2023-07-20,74.760002
2023-07-21,73.449997
2023-07-24,73.230003
2023-07-25,73.169998
2023-07-26,73.580002
2023-07-27,74.150002
2023-07-28,72.400002
2023-07-31,72.680000
2023-08-01,73.370003
2023-08-02,72.970001
2023-08-03,71.139999
2023-08-04,71.139999
2023-08-07,71.040001
2023-08-08,70.320000
2023-08-09,69.410004
2023-08-10,69.480003
2023-08-11,69.250000
2023-08-14,69.320000
2023-08-16,69.680000
2023-08-17,69.169998
2023-08-18,69.629997
2023-08-21,69.730003
2023-08-22,70.949997
2023-08-23,71.620003
2023-08-24,72.540001
2023-08-25,72.550003
2023-08-28,72.480003
2023-08-29,72.690002
2023-08-30,73.480003
2023-08-31,73.290001
2023-09-01,73.550003
2023-09-04,72.430000
2023-09-05,71.230003
2023-09-06,71.120003
2023-09-07,70.400002
2023-09-08,70.169998
2023-09-11,70.610001
2023-09-12,70.290001
2023-09-13,70.050003
2023-09-14,69.260002
2023-09-15,70.730003
2023-09-18,71.080002
2023-09-20,71.080002
2023-09-21,70.930000
2023-09-22,71.830002
2023-09-25,71.709999
2023-09-26,70.529999
2023-09-27,69.970001
2023-09-28,69.550003
2023-09-29,70.559998
2023-10-03,67.730003
2023-10-04,67.059998
2023-10-05,67.389999
2023-10-06,68.250000
2023-10-09,69.309998
2023-10-10,69.449997
2023-10-11,69.519997
2023-10-12,68.900002
2023-10-13,68.690002
2023-10-16,69.720001
2023-10-17,69.800003
2023-10-18,70.849998
2023-10-19,70.279999
2023-10-20,70.760002
2023-10-23,70.919998
2023-10-25,70.010002
2023-10-26,70.589996
2023-10-27,70.169998
2023-10-30,70.849998
2023-10-31,71.040001
2023-11-01,69.709999
2023-11-02,70.680000
2023-11-03,69.820000
2023-11-06,70.769997
2023-11-07,70.040001
2023-11-08,69.370003
2023-11-09,69.220001
2023-11-10,69.690002
2023-11-13,68.629997
2023-11-15,70.860001
2023-11-16,71.419998
2023-11-17,72.269997
2023-11-20,71.580002
2023-11-21,71.580002
2023-11-22,72.180000
2023-11-23,71.900002
2023-11-24,71.870003
2023-11-28,73.410004
2023-11-29,74.080002
2023-11-30,74.610001
2023-12-01,75.209999
2023-12-04,75.150002
2023-12-05,73.639999
2023-12-06,73.040001
2023-12-07,72.820000
2023-12-08,72.440002
2023-12-11,70.349998
2023-12-12,70.260002
2023-12-13,69.690002
2023-12-14,72.570000
2023-12-15,72.820000
2023-12-18,72.510002
2023-12-19,72.379997
2023-12-20,72.660004
2023-12-21,73.139999
2023-12-22,73.480003
2023-12-26,73.309998
2023-12-27,73.059998
2023-12-28,73.389999
2023-12-29,72.180000
2024-01-01,72.480003
2024-01-02,73.010002
2024-01-03,71.589996
2024-01-04,70.690002
2024-01-05,70.529999
2024-01-08,70.419998
2024-01-09,70.870003
2024-01-10,70.489998
2024-01-11,70.430000
2024-01-12,70.250000
2024-01-15,70.250000
2024-01-16,70.699997
2024-01-17,70.070000
2024-01-18,69.849998
2024-01-19,70.160004
2024-01-23,69.430000
2024-01-24,70.129997
2024-01-25,70.120003
2024-01-29,70.430000
2024-01-30,70.779999
2024-01-31,70.589996
2024-02-01,69.980003
2024-02-02,70.790001
2024-02-05,69.220001
2024-02-06,69.000000
2024-02-07,68.849998
2024-02-08,68.900002
2024-02-09,69.540001
2024-02-12,69.870003
2024-02-13,70.019997
2024-02-14,67.919998
2024-02-15,69.129997
2024-02-16,69.910004
2024-02-19,70.010002
2024-02-20,69.800003
2024-02-21,69.669998
2024-02-22,69.660004
2024-02-23,68.769997
2024-02-26,68.860001
2024-02-27,68.680000
2024-02-28,68.010002
2024-02-29,68.290001
2024-03-01,68.839996
2024-03-04,69.650002
2024-03-05,71.059998
2024-03-06,70.660004
2024-03-07,71.269997
2024-03-11,71.769997
2024-03-12,71.949997
2024-03-13,71.260002
2024-03-14,72.550003
2024-03-15,72.730003
2024-03-18,72.660004
2024-03-19,72.430000
2024-03-20,72.489998
2024-03-21,73.779999
2024-03-22,72.470001
2024-03-26,72.830002
2024-03-27,72.339996
2024-03-28,72.419998
2024-04-01,74.029999
2024-04-02,75.040001
2024-04-03,76.169998
2024-04-04,78.029999
2024-04-05,77.870003
2024-04-08,80.529999
2024-04-09,81.010002
2024-04-10,80.919998
2024-04-12,82.860001
2024-04-15,81.459999
2024-04-16,81.830002
2024-04-18,81.790001
2024-04-19,81.550003
2024-04-22,80.279999
2024-04-23,78.570000
2024-04-24,79.110001
2024-04-25,79.339996
2024-04-26,79.779999
2024-04-29,79.430000
2024-04-30,78.559998
2024-05-02,78.430000
2024-05-03,78.660004
2024-05-06,79.779999
2024-05-07,80.059998
2024-05-08,79.779999
2024-05-09,80.550003
2024-05-10,83.010002
2024-05-13,81.970001
2024-05-14,82.570000
2024-05-15,83.089996
2024-05-16,84.339996
2024-05-17,84.800003
2024-05-21,91.029999
2024-05-22,90.809998
2024-05-23,88.059998
2024-05-24,88.010002
2024-05-27,88.970001
2024-05-28,91.199997
2024-05-29,92.459999
2024-05-30,90.849998
2024-05-31,90.599998
2024-06-03,88.120003
2024-06-04,87.309998
2024-06-05,86.769997
2024-06-06,88.839996
2024-06-07,89.379997
2024-06-10,87.339996
2024-06-11,86.209999
2024-06-12,86.820000
2024-06-13,86.580002
2024-06-14,86.110001
2024-06-18,86.260002
2024-06-19,86.919998
2024-06-20,88.500000
2024-06-21,88.699997
2024-06-24,86.989998
2024-06-25,86.809998
2024-06-26,85.269997
2024-06-27,85.059998
2024-06-28,85.900002
2024-07-01,85.580002
2024-07-02,85.949997
2024-07-03,87.440002
2024-07-04,87.889999
2024-07-05,88.680000
2024-07-08,89.440002
2024-07-09,89.860001
2024-07-10,89.699997
2024-07-11,90.029999
2024-07-12,89.610001
2024-07-15,89.400002
2024-07-16,89.779999
2024-07-18,89.430000
2024-07-19,86.910004
2024-07-22,86.300003
2024-07-23,83.510002
2024-07-24,82.910004
2024-07-25,79.870003
2024-07-26,79.800003
2024-07-29,80.360001
2024-07-30,80.000000
2024-07-31,81.839996
2024-08-01,82.339996
2024-08-02,82.040001
2024-08-05,78.940002
2024-08-06,77.290001
2024-08-07,78.570000
2024-08-08,77.349998
2024-08-09,78.699997
2024-08-12,79.839996
2024-08-13,79.309998
2024-08-14,79.620003
2024-08-16,80.010002
2024-08-19,82.000000
2024-08-20,83.370003
2024-08-21,82.949997
2024-08-22,82.900002
2024-08-23,82.480003
2024-08-26,84.129997
2024-08-27,83.989998
2024-08-28,83.290001
2024-08-29,83.279999
2024-08-30,83.070000
2024-09-02,80.889999
2024-09-03,80.519997
2024-09-04,79.389999
2024-09-05,81.080002
2024-09-06,81.320000
2024-09-09,79.769997
2024-09-10,80.339996
2024-09-11,81.290001
2024-09-12,81.230003
2024-09-13,84.120003
2024-09-16,86.239998
2024-09-17,85.379997
2024-09-18,84.959999
2024-09-19,86.610001
2024-09-20,86.480003
2024-09-23,85.349998
2024-09-24,86.129997
2024-09-25,88.110001
2024-09-26,88.989998
2024-09-27,88.339996
2024-09-30,88.040001
2024-10-01,87.669998
2024-10-03,88.449997
2024-10-04,89.860001
2024-10-07,89.430000
2024-10-08,87.660004
2024-10-09,86.330002
2024-10-10,86.250000
2024-10-11,87.709999
2024-10-14,88.389999
2024-10-15,87.629997
2024-10-16,89.260002
2024-10-17,88.589996
2024-10-18,89.809998
2024-10-21,94.639999
2024-10-22,94.879997
2024-10-23,96.110001
2024-10-24,95.120003
2024-10-25,92.650002
2024-10-28,93.629997
2024-10-29,95.339996
2024-10-30,95.669998
2024-10-31,94.269997
2024-11-01,94.269997
2024-11-04,92.250000
2024-11-05,91.709999
2024-11-06,90.709999
2024-11-07,87.989998
2024-11-08,89.129997
2024-11-11,88.480003
2024-11-12,85.860001
2024-11-13,87.610001
2024-11-14,84.660004
2024-11-18,86.919998
2024-11-19,88.820000
2024-11-21,88.099998
2024-11-22,88.440002
2024-11-25,86.870003
2024-11-26,86.010002
2024-11-27,86.589996
2024-11-28,85.150002
2024-11-29,86.919998
2024-12-02,86.040001
2024-12-03,87.629997
2024-12-04,87.540001
2024-12-05,88.550003
2024-12-06,88.489998
2024-12-09,88.709999
2024-12-10,90.110001
2024-12-11,90.050003
2024-12-12,91.269997
2024-12-13,87.250000
2024-12-16,87.269997
2024-12-17,86.379997
2024-12-18,86.730003
2024-12-19,84.680000
2024-12-20,82.949997
2024-12-23,85.489998
2024-12-24,85.300003
2024-12-26,85.430000
2024-12-27,85.709999
2024-12-30,84.949997
2024-12-31,83.730003
2025-01-01,83.849998
2025-01-02,84.839996
2025-01-03,85.860001
2025-01-06,85.930000
2025-01-07,87.070000
2025-01-08,87.199997
2025-01-09,87.269997
2025-01-10,87.540001
2025-01-13,87.290001
2025-01-14,86.269997
2025-01-15,87.320000
2025-01-16,88.949997
2025-01-17,87.650002
2025-01-20,87.730003
2025-01-21,87.809998
2025-01-22,88.610001
2025-01-23,87.849998
2025-01-24,88.669998
2025-01-27,87.589996
2025-01-28,87.099998
2025-01-29,88.010002
2025-01-30,89.500000
2025-01-31,90.669998
2025-02-01,90.110001
2025-02-03,90.529999
2025-02-04,91.089996
2025-02-05,93.029999
2025-02-06,91.839996
2025-02-07,92.730003
2025-02-10,92.949997
2025-02-11,91.370003
2025-02-12,91.290001
2025-02-13,92.750000
2025-02-14,94.709999
2025-02-17,92.860001
2025-02-18,93.209999
2025-02-19,94.559998
2025-02-20,94.559998
2025-02-21,94.059998
2025-02-24,93.209999
2025-02-25,92.910004
2025-02-27,91.970001
2025-02-28,90.459999
2025-03-03,91.410004
2025-03-04,92.529999
2025-03-05,93.290001
2025-03-06,93.519997
2025-03-07,94.089996
2025-03-10,94.099998
2025-03-11,93.650002
2025-03-12,94.970001
2025-03-13,95.209999
2025-03-17,96.480003
2025-03-18,96.480003
2025-03-19,96.410004
2025-03-20,95.839996
2025-03-21,94.180000
2025-03-24,94.180000
2025-03-25,94.570000
2025-03-26,95.739998
2025-03-27,95.900002
2025-03-28,97.599998
2025-04-01,96.720001
2025-04-02,96.849998
2025-04-03,93.290001
2025-04-04,89.720001
2025-04-07,87.029999
2025-04-08,87.440002
2025-04-09,87.970001
2025-04-11,90.370003
2025-04-15,92.220001
2025-04-16,93.800003
2025-04-17,92.160004
2025-04-21,93.000000
2025-04-22,92.349998
2025-04-23,93.540001
2025-04-24,94.650002
2025-04-25,94.650002
2025-04-28,93.160004
2025-04-29,94.669998
2025-04-30,91.620003
2025-05-02,91.519997
2025-05-05,91.410004
2025-05-06,93.019997
2025-05-07,92.779999
2025-05-08,92.589996
2025-05-09,93.029999
2025-05-12,91.440002
2025-05-13,93.910004
2025-05-14,93.330002
2025-05-15,91.500000
2025-05-16,92.269997
2025-05-19,92.809998
2025-05-20,92.510002
2025-05-21,94.260002
2025-05-22,94.449997
2025-05-23,94.019997
2025-05-26,94.550003
2025-05-27,94.050003
2025-05-28,94.889999
2025-05-29,94.629997
2025-05-30,94.349998
2025-06-02,94.620003
2025-06-03,97.160004
2025-06-04,98.099998
2025-06-05,100.720001
2025-06-06,102.410004
2025-06-09,102.989998
2025-06-10,103.870003
2025-06-11,102.779999
2025-06-12,102.059998
2025-06-13,103.709999
2025-06-16,103.570000
2025-06-17,104.190002
2025-06-18,106.230003
2025-06-19,104.129997
2025-06-20,103.309998
2025-06-23,103.760002
2025-06-24,102.709999
2025-06-25,101.879997
2025-06-26,103.930000
2025-06-27,101.660004
2025-06-30,102.470001
2025-07-01,103.419998
2025-07-02,102.699997
2025-07-03,103.870003
2025-07-04,103.900002
2025-07-07,103.790001
2025-07-08,104.089996
2025-07-09,103.589996
2025-07-10,103.709999
2025-07-11,106.690002
2025-07-14,110.019997
2025-07-15,108.230003
2025-07-16,107.790001
2025-07-17,107.139999
2025-07-18,109.110001
2025-07-21,109.370003
2025-07-22,110.199997
2025-07-23,112.010002
2025-07-24,110.910004
2025-07-25,110.680000
2025-07-28,109.050003
2025-07-29,109.519997
2025-07-30,109.879997
2025-07-31,106.900002
2025-08-01,105.709999
2025-08-04,108.089996
2025-08-05,108.660004
2025-08-06,109.180000
2025-08-07,110.580002
2025-08-08,110.970001
2025-08-11,109.519997
2025-08-12,109.260002
2025-08-13,111.250000
2025-08-14,110.830002
2025-08-18,110.059998
2025-08-19,109.410004
2025-08-20,106.989998
2025-08-21,109.120003
2025-08-22,109.930000
2025-08-25,112.050003
2025-08-26,111.910004
2025-08-28,112.779999
2025-08-29,113.580002
2025-09-01,118.589996
2025-09-02,117.910004
2025-09-03,118.959999
2025-09-04,119.029999
2025-09-05,119.010002
2025-09-08,120.250000
2025-09-09,120.190002
2025-09-10,119.339996
2025-09-11,119.300003
2025-09-12,123.660004
2025-09-15,123.080002
2025-09-16,124.620003
2025-09-17,121.760002
2025-09-18,123.040001
2025-09-19,123.650002
2025-09-22,128.220001
2025-09-23,129.740005
2025-09-24,129.990005
2025-09-25,132.369995
2025-09-26,133.009995
2025-09-29,139.059998
2025-09-30,136.070007
2025-10-01,139.869995
2025-10-03,139.759995
2025-10-06,143.669998
2025-10-07,143.820007
2025-10-08,150.929993
2025-10-09,156.160004
2025-10-10,153.919998
2025-10-13,164.339996
2025-10-14,174.309998
2025-10-15,168.559998
2025-10-16,157.210007
2025-10-17,160.600006
2025-10-20,148.820007
2025-10-21,145.300003
2025-10-23,141.940002
2025-10-27,138.850006
2025-10-28,133.809998
2025-10-29,141.130005
2025-10-30,140.520004
2025-10-31,142.470001
2025-11-03,142.470001
2025-11-04,139.949997
2025-11-06,141.830002
2025-11-07,142.050003
2025-11-10,145.339996
2025-11-11,148.050003
2025-11-12,150.270004
2025-11-13,157.089996
2025-11-14,153.259995
2025-11-17,148.919998
2025-11-18,146.580002
2025-11-19,150.360001
2025-11-20,147.990005
2025-11-21,144.690002
2025-11-24,147.080002
2025-11-25,149.320007
2025-11-26,151.639999
2025-11-27,155.699997
2025-11-28,156.770004
2025-12-01,166.210007
2025-12-02,165.339996
2025-12-03,169.779999
2025-12-04,167.220001
2025-12-05,170.179993
2025-12-08,170.839996
2025-12-09,171.110001
2025-12-10,175.289993
2025-12-11,178.850006
2025-12-12,184.130005
2025-12-15,184.869995
2025-12-16,184.690002
2025-12-17,192.160004
2025-12-18,193.259995
2025-12-19,192.559998
2025-12-22,199.949997
2025-12-23,201.789993
2025-12-24,209.229996
2025-12-26,219.850006
2025-12-29,218.250000
2025-12-30,218.210007
2025-12-31,215.429993
2026-01-01,214.949997
2026-01-02,221.869995
2026-01-05,225.539993
2026-01-06,231.649994
2026-01-07,234.360001
2026-01-08,223.529999
2026-01-09,230.369995
2026-01-12,243.350006
2026-01-13,249.509995
2026-01-14,262.809998
2026-01-15,262.809998
2026-01-16,269.440002
2026-01-19,282.950012
2026-01-20,297.619995
2026-01-21,310.679993
2026-01-22,276.269989
2026-01-23,292.730011
2026-01-27,317.850006
2026-01-28,332.029999
2026-01-29,351.910004
2026-01-30,286.480011
2026-02-02,219.940002
2026-02-03,247.339996
2026-02-04,265.570007
2026-02-05,236.419998
2026-02-06,224.460007
2026-02-09,243.699997
2026-02-10,243.820007
2026-02-11,247.369995
2026-02-12,245.389999
2026-02-13,232.580002
2026-02-16,227.339996
2026-02-17,220.039993
2026-02-18,223.789993
2026-02-19,233.210007
2026-02-20,236.619995
2026-02-23,250.169998
2026-02-24,250.669998
2026-02-25,253.250000
2026-02-26,246.059998
2026-02-27,252.809998
2026-03-02,274.649994
2026-03-04,255.570007
2026-03-05,247.929993
2026-03-06,246.759995
2026-03-09,247.000000
2026-03-10,256.350006
2026-03-11,251.690002
2026-03-12,253.500000
2026-03-13,244.490005
2026-03-16,233.479996
2026-03-17,240.889999
2026-03-18,237.130005
2026-03-19,218.979996
2026-03-20,219.899994
2026-03-23,193.520004
2026-03-24,212.309998
2026-03-25,221.419998
2026-03-27,212.500000
2026-03-30,216.080002
2026-04-01,224.809998
2026-04-02,215.949997
2026-04-06,222.380005
2026-04-07,220.029999
2026-04-08,230.580002
2026-04-09,223.830002
2026-04-10,226.539993
2026-04-13,224.970001
2026-04-15,235.080002
2026-04-16,237.970001
2026-04-17,238.139999
2026-04-20,237.270004
2026-04-21,237.410004
2026-04-22,236.029999
2026-04-23,229.669998
2026-04-24,227.889999
2026-04-27,230.720001
2026-04-28,224.729996
2026-04-29,224.199997
2026-04-30,227.500000
2026-05-01,227.500000
2026-05-04,230.360001
2026-05-05,228.889999
2026-05-06,234.490005
2026-05-07,239.440002
2026-05-08,240.169998
2026-05-11,241.289993
2026-05-12,252.009995
2026-05-13,269.420013
2026-05-14,270.929993
2026-05-15,249.850006
2026-05-18,253.160004
2026-05-19,253.250000
2026-05-20,252.660004
2026-05-21,251.970001
2026-05-22,252.539993
2026-05-25,256.029999
2026-05-26,251.289993
2026-05-27,249.869995
2026-05-28,249.869995
2026-05-29,249.369995
2026-06-01,249.539993
2026-06-02,251.559998
2026-06-03,246.789993
2026-06-04,246.559998
2026-06-05,243.580002
2026-06-08,227.929993
2026-06-09,231.899994
2026-06-10,220.589996
2026-06-11,221.380005
2026-06-12,229.759995
2026-06-15,238.619995
2026-06-16,236.130005
2026-06-17,234.669998
2026-06-18,229.990005
2026-06-19,221.419998
2026-06-22,225.139999
2026-06-23,215.059998
2026-06-24,213.350006
2026-06-25,206.570007
2026-06-26,206.570007
2026-06-29,208.020004
2026-06-30,212.820007
2026-07-01,211.339996
2026-07-02,216.279999
2026-07-03,221.309998
2026-07-06,220.360001
2026-07-07,216.289993
2026-07-08,210.149994
2026-07-09,212.949997
2026-07-10,208.830002
2026-07-13,207.460007
2026-07-14,208.009995
2026-07-15,208.660004
2026-07-16,206.839996
2026-07-17,204.919998
2026-07-20,207.889999
2026-07-21,212.229996
2026-07-22,213.070007
2026-07-23,211.000000
2026-07-24,210.960007
2026-07-27,213.009995
2026-07-28,206.199997
2026-07-29,206.690002
2026-07-30,206.630005
2026-07-31,206.509995
2026-08-03,206.449997
2026-08-04,207.350006
2026-08-05,213.389999
2026-08-06,214.529999
2026-08-07,220.470001
2026-08-10,220.460007
2026-08-11,222.320007
2026-08-12,225.759995
2026-08-13,220.970001
2026-08-14,221.220001
2026-08-17,223.610001
2026-08-18,221.619995
2026-08-19,216.429993
2026-08-20,225.429993
2026-08-21,232.919998
2026-08-24,231.800003
2026-08-25,229.000000
2026-08-26,230.130005
2026-08-27,226.369995
2026-08-28,230.419998
2026-09-01,217.720001
